,Term_NDoc_Date,Sentence
2994,18_186_2016-09-07,"Gute Arbeit weltweit – das wäre ein sinnvoller Beitrag, um Fluchtursachen nachhaltig zu bekämpfen."
2995,18_186_2016-09-07,Sie haben im Rahmen der Sonderinitiativen richtige Themen benannt: die Bekämpfung von Fluchtursachen und Armut und natürlich auch die Situation in den schwierigen Regionen in Nahost und Nordafrika.
2996,18_186_2016-09-07,"Der Entwurf zeigt zunächst, dass Deutschland die Projekte zur Bewältigung von Flucht und zur Bekämpfung von Fluchtursachen vorantreibt."
2997,18_186_2016-09-07,"Ich denke, das könnte dazu führen, dass das zukünftige Engagement des BMZ bei der Bewältigung der Fluchtursachen und -folgen beschränkt wird."
2998,18_186_2016-09-07,Bekämpfen Sie endlich die Fluchtursachen!
2999,18_186_2016-09-07,"Dadurch wird der Teufelskreis nicht durchbrochen, was nötig wäre, damit wir endlich die Fluchtursachen bekämpfen können."
3000,18_186_2016-09-07,"Nur so sind wir glaubwürdig, wenn wir davon reden, dass wir Fluchtursachen bekämpfen wollen."
3001,18_186_2016-09-07,"Überall tragen Sie, Herr Minister, mantraartig vor, wie Fluchtursachen bekämpft werden sollen."
3002,18_186_2016-09-07,Natürlich müssen wir Fluchtursachen bekämpfen.
3003,18_186_2016-09-07,Diese Bundesregierung bekämpft im Schulterschluss mit der EU Flüchtlinge anstatt Fluchtursachen.
3004,18_186_2016-09-07,"Wer ernsthaft Fluchtursachen bekämpfen will, muss für eine Veränderung der globalen Strukturen eintreten."
3005,18_186_2016-09-07,"Es ist der unfaire Handel, der Entwicklungschancen der Länder reduziert und damit Fluchtursachen vergrößert."
3006,18_186_2016-09-07,"Wer Fluchtursachen bekämpfen will, muss sich für verbindliche Öko- und Sozialstandards in der globalen Lieferkette einsetzen."
3007,18_186_2016-09-07,"Programme der Integration, auch von ehemaligen Kämpfern, in die Gesellschaft, Programme zur Beförderung des religiösen Dialogs, das heißt auch Maßnahmen zur Einbindung von Minderheiten."
3008,18_186_2016-09-07,"EZ-Geld, das in den Herkunftsländern der Geflüchteten ausgegeben wird, hilft uns mehr, die Fluchtursachen zu bekämpfen."
3009,18_186_2016-09-07,"Sie kommen aber zu uns, wenn wir nicht sehr viel mehr tun, um Fluchtursachen zu bekämpfen."
3010,18_186_2016-09-07,"Wir wollen ja, dass das Geld schnell in den Ländern ankommt, in denen es um die Bekämpfung von Fluchtursachen geht."
3011,18_186_2016-09-07,"Was wir wissen, ist, dass diejenigen, die es schaffen, meist keine Chance auf Asyl oder auf ein Bleiberecht haben."
3012,18_186_2016-09-07,Das macht es den Schleppern so leicht und die Aufklärung über die Gefahren und die schlechten Chancen so schwer.
3013,18_186_2016-09-07,"Allein auf die Stärkung der Grenzpolizei zu setzen, wird nicht erfolgreich sein beim Kampf gegen Schlepper und bei der Unterstützung von Flüchtlingen."
3014,18_187_2016-09-08,"Wir haben ein Integrationspaket und den Beginn eines neuen Solidarpakts auf den Weg gebracht, um aktive Arbeitsmarktpolitik im Hinblick auf die Aufnahme von Flüchtlingen in den Arbeitsmarkt zu leisten und zugleich allen in Deutschland lebenden Langzeitarbeitslosen ein neues Angebot zu machen, um den sozialen Wohnungsbau wiederzubeleben, und um die Schaffung bezahlbarer Wohnungen für alle Menschen in Deutschland zu ermöglichen und um die Versorgung mit Kitaplätzen auch dann zu sichern, wenn viele Kinder aus Flüchtlingsfamilien eine Betreuung brauchen."
3015,18_187_2016-09-08,Das ist übrigens nichts anderes als die Leitkultur unserer Wirtschaftsverfassung.
3016,18_187_2016-09-08,"Mit gleicher Blickrichtung, Herr Minister, frage ich mich auch, ob wir bei dem Thema „Integration der Flüchtlinge in Arbeit“ richtig aufgestellt sind."
3017,18_187_2016-09-08,"Hier, Herr Gabriel, haben wir alle – ich glaube, das darf ich sagen – unsere Hausaufgaben zu leisten und können die Verantwortung nicht einfach auf andere – in diesem Fall auf den Koalitionspartner – abschieben."
3018,18_187_2016-09-08,Für die Leistungen nach Asylbewerberleistungsgesetz steht die Gemeinschaft der Steuerzahler ein.
3019,18_187_2016-09-08,"Da gilt natürlich, dass wir alles tun wollen und tun müssen, damit sie bestmöglich in den Arbeitsmarkt integriert werden, dass wir auch aus Fehlern gescheiterter Integration in der Vergangenheit lernen."
3020,18_187_2016-09-08,Deshalb ist das Integrationsgesetz ein so wichtiger Schritt.
3021,18_187_2016-09-08,"Scheiternde Integration kostet Geld, gelingende Integration kann uns helfen, Probleme zu lösen."
3022,18_187_2016-09-08,"Das kann sicher keine Dauerlösung sein, sondern es muss erst recht Ansporn sein, um bestmögliche Integration in den Arbeitsmarkt zu gewährleisten."
3023,18_187_2016-09-08,"Es ist gut, dass Sie einen Teil unserer Anträge aus dem letzten Jahr übernommen haben, zum Beispiel unseren Antrag zur Erhöhung der Mittel für die Migration und Integration im Gesundheitswesen."
3024,18_187_2016-09-08,Die Integration wurde häufig genannt.
3025,18_187_2016-09-08,"Wir schaffen außerdem in diesem Haushalt für Flüchtlinge die Möglichkeit, über die Integrationsmaßnahmen etwas Sinnvolles zu tun, solange sie faktisch leider noch zu lange im Regelkreis des Asylbewerberleistungsgesetzes festhängen, weil es mit der Statusklärung so lange dauert."
3026,18_187_2016-09-08,"Wenn wir einen Aufwuchs an Arbeitslosen in unserem System haben, dann hängt das damit zusammen, dass die Flüchtlinge, wenn sie anerkannt sind und aus dem Bereich des Asylbewerberleistungsgesetzes herausfallen, durch die Grundsicherung aufgefangen werden, also in den Bereich des Zweiten Sozialgesetzbuches fallen."
3027,18_187_2016-09-08,"Wir haben mit dem Integrationsgesetz beschlossen, dass die Jugendlichen, die geduldet sind, die Möglichkeit erhalten, eine Ausbildung zu machen und anschließend noch zwei Jahre beschäftigt zu sein."
3028,18_187_2016-09-08,"Wir haben ein Programm aufgelegt und Gelder für die Schaffung von 100 000 Stellen bewilligt, die im Rahmen des Asylbewerberleistungsgesetzes zur Verfügung gestellt werden, damit Flüchtlinge erste Schritte auf dem Arbeitsmarkt unternehmen können."
3029,18_187_2016-09-08,"Entweder Sie haben begriffen, dass wir in diesem Land investieren müssen, damit Integration auch gelingt, oder Sie wollen es eigentlich gar nicht und laufen den Populisten hinterher."
3030,18_187_2016-09-08,September 2016: „Deutschland hat aus Misserfolgen bei der Integration gelernt“.
3031,18_187_2016-09-08,"Sie zitiert einen OECD-Bericht, der dezidiert sagt, dass sich die Voraussetzungen für eine gelungene Integration heute besser darstellen als vor einem Jahr."
3032,18_187_2016-09-08,"Es ist zwar so, dass grundsätzlich Flüchtlinge, Menschen, die zu uns gekommen sind, größere Schwierigkeiten haben, am Arbeitsmarkt zu punkten, aber es sind viele Maßnahmen geschaffen worden, vom Integrationsgesetz bis zu den 100 000 Arbeitsgelegenheiten, die mit 300 Millionen Euro in diesem Haushalt unter aktiver Arbeitsmarktpolitik finanziert werden."
3033,18_187_2016-09-08,"Die BA, die Bundesagentur für Arbeit, sagt: Es ist bei der Integration von Menschen ganz klar, wir brauchen vermehrte Sprachförderung, Qualifikationsmaßnahmen auf allen Leistungsebenen – dazu gehören auch diese 100 000 Arbeitsgelegenheiten für noch nicht anerkannte Flüchtlinge –, und wir brauchen natürlich auch eine fachlich gute Beratung für Ausbildung und Arbeitsvermittlung."
3034,18_187_2016-09-08,"Er spielt nicht die Menschen, die bisher Hilfe gebraucht haben, gegen die neu ankommenden Menschen in der Integration aus, sondern er ergänzt mit ganz spezifischen Maßnahmen für jene, die es am schwersten haben – für die Migranten –, die bisherige sehr gute Arbeitsmarktpolitik."
3035,18_187_2016-09-08,Integration dauert lange und kostet viel Geld.
3036,18_187_2016-09-08,Mit dem Integrationsgesetz haben wir die Rahmenbedingungen nochmals deutlich verbessert.
3037,18_187_2016-09-08,"Wir haben das Angebot an Integrations- und  Sprachkursen erheblich ausgeweitet, die Ausbildungsförderung wird erleichtert und vieles mehr."
3038,18_187_2016-09-08,"Wer sich anstrengt, wer durch Spracherwerb und Arbeit seinen Beitrag zur Integration leistet, der hat in diesem Land alle Chancen, insbesondere die Chance zum Einstieg in diese Gesellschaft."
3039,18_187_2016-09-08,"Derjenige, der seine Integrationsmaßnahmen abbricht, der seine Mitwirkungspflichten verletzt, der muss mit Sanktionen, mit Leistungskürzungen rechnen."
3040,18_187_2016-09-08,Fördern und Fordern ist unsere Philosophie im Umgang mit Migranten und Flüchtlingen.
3041,18_187_2016-09-08,"Die Zuwanderung muss begrenzt werden, schon alleine aufgrund der Aufnahmefähigkeit unseres Arbeitsmarktes."
3042,18_187_2016-09-08,Pull-Faktoren und keine Wiederholung unkontrollierter Zuwanderung wie im Jahre 2015 geben.
3043,18_187_2016-09-08,"Das niedrige Bildungsniveau, kaum vorhandene Deutschkenntnisse und unrealistische Vorstellungen vom deutschen Arbeitsmarkt werden für viele Migranten zu einem Hindernis für die Integration in den Arbeitsmarkt und damit auch für die Integration in unsere Gesellschaft."
3044,18_187_2016-09-08,Transferleistungen sind eine Integrationsbremse.
3045,18_187_2016-09-08,Mit dem Integrationsgesetz sind die notwendigen Voraussetzungen geschaffen.
3046,18_187_2016-09-08,"Es sieht verpflichtende Sprach- und Integrationskurse vor und belegt diejenigen mit Sanktionen, die sich verweigern."
3047,18_187_2016-09-08,Die Sprachförderung bleibt das A und O für eine aussichtsreiche Integration.
3048,18_187_2016-09-08,"Wenn wir diese Klarstellung versäumen, tragen wir dazu bei, dass die Akzeptanz für Zuwanderung – von EU-Bürgern wie im Übrigen auch von schutzsuchenden Flüchtlingen – in unserem Land leidet."
3049,18_187_2016-09-08,"Meine Damen und Herren, es geht um Rente, Arbeitsmarkt, Mindestlohn, Integration und Teilhabe am gesellschaftlichen Leben."
3050,18_187_2016-09-08,"Meine Damen und Herren, über die Folgen der massiven Zuwanderung im vergangenen Jahr ist hier schon viel gesagt worden."
3051,18_187_2016-09-08,"Für mich ist völlig klar, dass die Integration der Menschen, die bei uns bleiben dürfen, eine gesamtgesellschaftliche Aufgabe ist, die nicht zulasten der Arbeitslosen und der Schwächsten in unserer Gesellschaft gehen darf."
3052,18_187_2016-09-08,"Eine dieser Sorgen ist, dass Zuwanderer die deutschen Arbeitnehmer verdrängen."
3053,18_187_2016-09-08,Bislang konnten wir das teilweise durch die höhere Erwerbstätigkeit von Frauen und Älteren und vor allem durch Zuwanderung aus anderen EU-Ländern ausgleichen.
3054,18_187_2016-09-08,"Die Anzahl der sozialversicherungspflichtig Beschäftigten aus nichteuropäischen Asylherkunftsländern hat sich von Mai 2015 bis Mai 2016 um 31 Prozent erhöht, unter den aus Syrien stammenden Menschen sogar um 71 Prozent."
3055,18_187_2016-09-08,"Momentan haben wir nur 6,4 Prozent an ausgewiesener Fläche."
3056,18_187_2016-09-08,"Sie haben Angst vor Gewalt, Kriminalität und Terror, vor Zuwanderung und internationalen Krisen."
3057,18_187_2016-09-08,"Wir gehen in Schulen und unterstützen zum Beispiel das Projekt „Schule ohne Rassismus – Schule mit Courage“, bei dem über 2 000 Schulen mit über 1,5 Million Schülerinnen und Schülern mitmachen."
3058,18_187_2016-09-08,Das verstehen wir unter doppelter Integration.
3059,18_187_2016-09-08,Wir nehmen die Herausforderung der Integration an und investieren zugleich in den gesellschaftlichen Zusammenhalt.
3060,18_187_2016-09-08,"Ich erinnere an die Jugendmigrationsdienste – 8 Millionen Euro zusätzlich –, an die Sprachkurse für Flüchtlinge, die studieren wollen – 15 Millionen Euro zusätzlich –, an die Hilfen für schwangere Flüchtlingsfrauen und an die Jugendverbandsarbeit."
3061,18_187_2016-09-08,"Es geht nicht nur darum, die Vereinbarkeit von Familie und Beruf zu stärken, sondern es geht auch um Bildungsimplikationen, um Sozialisation, um Integration."
3062,18_187_2016-09-08,"Wenn wir alles dafür tun wollen, dass wir Menschen, die in höchster Not zu uns geflüchtet sind, hier integrieren, dann können wir nicht ernsthaft 8 Millionen Euro bei den Jugendmigrationsdiensten, 15 Millionen Euro bei den Sprachkursen und 8 Millionen Euro bei den Wohlfahrtsverbänden kürzen."
3063,18_187_2016-09-08,"In Norddeutschland bekommt sogar die DITIB Geld vom Familienministerium, um Islamfeindlichkeit zu bekämpfen."
3064,18_187_2016-09-08,"Das tun wir übrigens nicht nur, weil wir gerade durch die Zuwanderung die eine oder andere neue Herausforderung haben, sondern auch, weil es einen gemeinsamen Beschluss dieses Hauses dazu gibt."
3065,18_187_2016-09-08,"Die Probleme mit den verschiedenen Kürzungen sind heute angesprochen worden, etwa im KJP oder bei den Sprachkursen."
3066,18_191_2016-09-23,"Wir finden in diesem Bericht auch neue Begrifflichkeiten, die im Menschenrechtsbericht nicht auftauchen, etwa „antimuslimischer Rassismus“."
3067,18_191_2016-09-23,Der Hinweis auf antimuslimischen Rassismus ist außerordentlich schwierig.
3068,18_191_2016-09-23,"Forderungen wie die, Zuwanderer aus dem christlich-abendländischen Kulturkreis vorzuziehen, haben nach den Grundsätzen, über die wir heute sprechen, hier keinen Platz."
3069,18_191_2016-09-23,"Als Folge davon müssen wir in Deutschland schon mit Sorge die Zunahme antisemitischer Strömungen und unverhohlener Aggressivität gegenüber Christen, Jesiden und auch gegenüber Konvertiten in deutschen Asylunterkünften registrieren."
3070,18_191_2016-09-23,"Ich will das einmal zusammen mit der Aussage von Herrn Kauder betrachten, der bezweifelt hat, dass es in Deutschland antimuslimischen Rassismus gibt, wie das ja im Bericht der Bundesregierung vermerkt ist."
3071,18_191_2016-09-23,"Wenn sich eine junge Frau viermal öfter bewerben muss, um einen Job zu bekommen, wenn sie ein Kopftuch trägt, als wenn sie kein Kopftuch trägt, haben wir es nicht dann mit einem Rassismus gegen Muslime  zu tun?"
3072,18_191_2016-09-23,"Wir haben in der letzten Woche unter Führung von Katrin Göring-Eckardt eine umfassende Anhörung zu dem Thema durchgeführt, wie ein modernes Einwanderungsrecht aussehen muss."
3073,18_191_2016-09-23,"Zu einem modernen Einwanderungsland gehört nicht nur die Ermöglichung, nach Deutschland zu kommen, sondern es gilt auch, gerade für die hochgebildeten und gut qualifizierten Menschen eine attraktive Atmosphäre auszustrahlen, und dazu gehört das Staatsangehörigkeitsrecht."
3074,18_191_2016-09-23,Das gehört aber zu einer Auseinandersetzung in einer demokratischen Einwanderungsgesellschaft dazu.
3075,18_191_2016-09-23,Nicht alle Migranten sind gleich.
3076,18_191_2016-09-23,"Beide Formen des Nationalismus sind mir zuwider, und ich will als Demokrat auch politisch dagegen argumentieren."
3077,18_191_2016-09-23,Wir brauchen keine Einwanderungsoffensive.
3078,18_191_2016-09-23,Wir wollen keine Einwanderung in die Sozialsysteme.
3079,18_191_2016-09-23,"Ich möchte hier auch betonen, dass in den letzten Jahren gerade auf Druck der CDU/CSU die Ausgaben für Deutsch- und Integrationskurse deutlich erhöht wurden."
3080,18_191_2016-09-23,Im Jahr 2015 hat der Bund 260 Millionen Euro für Deutsch- und Integrationskurse ausgegeben.
3081,18_191_2016-09-23,Im nächsten Jahr werden mindestens 610 Millionen Euro für Sprach- und Integrationskurse ausgegeben.
3082,18_191_2016-09-23,"Das ist richtig verstandene Integration, nicht der von Ihnen vorgeschlagene Weg."
3083,18_191_2016-09-23,"Warum sprechen Sie, wenn mein Kollege Volker Beck von Einbürgerungsoffensive spricht, von Einwanderungsoffensive?"
3084,18_191_2016-09-23,"Wir haben seit 2005 die Integrationskurse, und seit 2005 gibt es mehr Anfragen nach diesen Kursen, als es Plätze gibt, und das wissen Sie."
3085,18_191_2016-09-23,"Während die Bundeskanzlerin von den hier lebenden Deutschtürken Loyalität fordert, macht sie gemeinsame Sache mit dem türkischen Despoten Erdogan, der mithilfe seines Netzwerks alles tut, um die Integration hier lebender Deutschtürken zu hintertreiben."
3086,18_191_2016-09-23,"Sie sollte damit aufhören, mit Erdogan gemeinsame Sache zu machen, weil es sein Netzwerk ist, das die Menschen hier von der Integration abhält und dagegen Stimmung macht."
3087,18_191_2016-09-23,Das wäre ein Beitrag zur Integration statt der Zusammenarbeit mit einem Despoten.
3088,18_191_2016-09-23,"Hier lebende Migrantinnen und Migranten dürfen nicht länger Bürgerinnen und Bürger zweiter Klasse sein, egal seit wann sie hier leben und arbeiten."
3089,18_191_2016-09-23,"Die Integrationsbeauftragte Ihrer Bundesregierung, Aydan Özoğuz, schätzt, dass fast drei Viertel der 7,6 Millionen Ausländer einen deutschen Pass beantragen können."
3090,18_191_2016-09-23,"Das wäre ein Schritt zu mehr Integration, aber nicht diese Stimmungsmache in diesem Haus."
3091,18_191_2016-09-23,Zum einen wollen Sie sämtliche Arten an Aufenthaltserlaubnissen gleichstellen.
3092,18_191_2016-09-23,"Man muss einfach noch einmal festhalten, dass im vergangenen Jahrzehnt gerade einmal 2 Prozent der hier in Deutschland lebenden Migranten einen Antrag auf Einbürgerung gestellt haben."
3093,18_191_2016-09-23,Migranten zeigen.
3094,18_191_2016-09-23,Ein deutscher Pass ist weder ein Integrations- noch ein Demokratiezeugnis.
3095,18_191_2016-09-23,"Mit dieser Kampagne und Ihrem Kampf gegen die doppelte Staatsbürgerschaft verhindern Sie auch, dass Deutschland Heimat wird für Millionen von Migrantinnen und Migranten."
3096,18_191_2016-09-23,"Die deutsche Staatsangehörigkeit ist ein Anreiz zur Integration gemäß unserer Philosophie des Förderns und Forderns gegenüber Menschen, die neu in unserem Land leben."
3097,18_191_2016-09-23,"Eine weitere Vereinfachung des Erlangens wäre nämlich ein Vorschuss auf Integrationsleistungen, und einen solchen Vorschuss dürfen wir nicht geben."
3098,18_191_2016-09-23,"Der Grundsatz des Förderns und Forderns, den wir im Integrationsgesetz als Prämisse unserer Bemühungen um eine bessere Integration festgelegt haben, ist genau deshalb so viel wert, weil sich eigene Leistung lohnt."
3099,18_191_2016-09-23,Und Integration lohnt sich.
3100,18_191_2016-09-23,"Aktives persönliches Bemühen um Integration lohnt sich für jeden Menschen, der legal zu uns kommt."
3101,18_191_2016-09-23,"Mit dem Integrationsgesetz haben wir genau den richtigen Weg eingeschlagen, Anreize für Integration zu geben."
3102,18_191_2016-09-23,Eine erfolgreiche Integration kann dann auch mit der deutschen Staatsbürgerschaft belohnt werden.
3103,18_191_2016-09-23,"Und Integration bedeutet für mich dabei die Anerkennung unserer christlich-jüdischen Werte, die Anerkennung der besonderen Geschichte unseres Landes und die Annahme der Verantwortung, die wir mit ihr tragen, und selbstverständlich auch die Anerkennung unserer deutschen Leitkultur."
3104,18_191_2016-09-23,"Für die CDU/CSU-Fraktion ist Integration der Weg und Einbürgerung das Ziel, nicht andersherum."
3105,18_191_2016-09-23,Wir müssen in den Heimatländern ansetzen und die Fluchtursachen bekämpfen.
3106,18_191_2016-09-23,"Meine Damen und Herren, für die friedliche und wirtschaftlich positive Entwicklung eines Landes und damit für eine Bekämpfung von Fluchtursachen ist die Rechts staatlichkeit von entscheidender Bedeutung."
3107,18_191_2016-09-23,"Auch die wirksame Bekämpfung von Korruption, organisierter Kriminalität und Terrorismus ist zwingend verbunden mit Rechtsstaatlichkeit, mit der Schaffung und Entwicklung von Rechtsstaatlichkeit und damit einer gut arbeitenden Polizei und Justiz."
3108,18_191_2016-09-23,Polizeimissionen leisten in den Krisenregionen einen Beitrag zur Bekämpfung von Fluchtursachen.
3109,18_191_2016-09-23,"Es geht darum, dem internationalen, auch islamistischen, Terrorismus, den Nährboden zu entziehen und Fluchtursachen zu bekämpfen."
3110,18_191_2016-09-23,"Das ist die beste Vorsorge, um Fluchtursachen an der Wurzel zu bekämpfen."
3111,18_195_2016-10-19,"Bei den höheren Bildungsabschlüssen – Gymnasium, Fachhochschulreife – ist der Anteil derjenigen mit Migrationshintergrund immer noch wesentlich geringer."
3112,18_195_2016-10-19,"Wir müssen gerade bei denjenigen mit Migrationshintergrund, aber auch bei denen, die jetzt zu uns gekommen sind, noch mehr tun."
3113,18_195_2016-10-19,"Wir müssen auch registrieren, dass Menschen mit Migrationshintergrund die allgemeinen Weiterbildungsangebote in demselben Maße wahrnehmen."
3114,18_195_2016-10-19,Zum Beispiel hat sich der Anteil bei denen mit Migrationshintergrund seit 2009 von 11 auf 20 Prozent fast verdoppelt.
3115,18_195_2016-10-19,Dann machen Sie doch ein Einwanderungsgesetz!
3116,18_195_2016-10-19,Haben Sie ein Einwanderungsgesetz schon im Kabinett beraten?
3117,18_195_2016-10-19,"Was will die Bundesregierung initiieren und welche Anreize will sie schaffen, um mehr Lehrerinnen und Lehrer mit Migrationshintergrund zu bekommen und auch jün Deutscher Bundestag – 18."
3118,18_195_2016-10-19,"Es gibt auch einzelne Projekte, die nicht von der Bundesregierung initiiert sind, zum Beispiel an der Universität Hildesheim, an der man direkt um Personen mit Migrationshintergrund wirbt, die Lehrer werden wollen."
3119,18_195_2016-10-19,"Aber auch da sollte man dafür werben, dass dort die Erfahrung von Menschen mit Migrationshintergrund zum Tragen kommt."
3120,18_195_2016-10-19,"Das alles sind Paradigmenwechsel, die nirgendwo abgesprochen sind, die auch nicht erklärbar sind und die vor allen Dingen eines nicht bewirken, nämlich die Fluchtursachen zu reduzieren."
3121,18_195_2016-10-19,"Wir kommen jetzt zu Ihrer Frage 22 zu den Asylverfahren äthiopischer Staatsangehöriger, und dann haben Sie auch zweimal die Möglichkeit, nachzufragen."
3122,18_195_2016-10-19,Von Januar bis September 2016 hat das Bundesamt für Migration und Flüchtlinge über 726 Asylanträge von äthiopischen Staatsangehörigen entschieden.
3123,18_195_2016-10-19,Das Bundesamt für Migration und Flüchtlinge beobachtet und evaluiert die Lage in den Herkunftsländern von Asylantragstellern kontinuierlich.
3124,18_195_2016-10-19,"Wir haben es ja beim Flüchtlingsstatus, beim Asylrecht, mit einem Individualgrundrecht zu tun, das im Einzelfall geprüft werden kann und nicht kollektiv abgelehnt oder bejaht werden kann."
3125,18_195_2016-10-19,"Wie trägt jetzt das BAMF in seiner Asylpraxis der Tatsache Rechnung, dass hier eine Verfolgung aufgrund der ethnischen Zugehörigkeit stattfindet?"
3126,18_195_2016-10-19,"Günter Krings auf die Frage des Abgeordneten Özcan Mutlu (BÜNDNIS 90/DIE GRÜNEN) (Drucksache 18/9971, Frage 18):  Wie viele türkische Diplomaten und Diplomatinnen haben nach dem gescheiterten Putschversuch in der Türkei einen Asylantrag in Deutschland gestellt, und wie verhält sich die Bundesregierung bei möglichen Auslieferungsanträgen aus der Türkei?"
3127,18_195_2016-10-19,"Erlangt das Bundesamt für Migration und Flüchtlinge (BAMF) von einer Fälschung erst nach Abschluss des Asylverfahrens Kenntnis, prüft das BAMF im Falle eines positiven Bescheids die Einleitung eines Rücknahmeverfahrens."
3128,18_195_2016-10-19,"In den zitierten Dokumenten wurden Verhandlungen thematisiert, die auf EU-Ebene Haftgründe für Asylbewerber betrafen."
3129,18_195_2016-10-19,"Wer einen Asylantrag gestellt hat, ist jedoch regelmäßig bis zur bestandskräftigen Entscheidung über den Asylantrag nicht ausreisepflichtig."
3130,18_195_2016-10-19,Wahlperiode bei den Verhandlungen auf EU-Ebene zu den Haftgründen für Asylantragsteller zum Ausdruck gebrachten Haltung Deutschlands.
3131,18_197_2016-10-21,"Diese Daten werden mit Millionen von Selektoren gerastert, und 90 Prozent dieser Selektoren haben rein gar nichts mit Terrorismus zu tun."
3132,18_197_2016-10-21,"Die Grund- und Menschenrechte unserer Verfassung sind kein Störfaktor beim Kampf gegen den Terrorismus, sondern die Grundlage dafür."
3133,18_197_2016-10-21,"Angesichts von mehr als 1 000 Toten in den letzten Jahren durch Anschläge in Deutschland und Europa, angesichts der weiterhin hohen Bedrohungslage durch den internationalen Terrorismus, zunehmender Cyberattacken, international organisierter Kriminalität und nicht zuletzt zum Schutz unserer Soldatinnen und Soldaten im Ausland können wir auf die Erkenntnisse der Nachrichtendienste nicht verzichten."
3134,18_197_2016-10-21,"Die Auslandsaufklärung ist für den BND unverzichtbar, um Terrorismus, organisierte Kriminalität und die Verbreitung von Massenvernichtungswaffen effektiv bekämpfen zu können."
3135,18_197_2016-10-21,"Ein mittlerweile 70-jähriger Rentner, ehemaliger Facharbeiter, hat sich bereit erklärt, noch einmal einzusteigen, und zwar für die Integration von Flüchtlingen in die Ausbildungsgänge."
3136,18_197_2016-10-21,Auf dieser Grundlage müssen die Leistungssätze sowohl im Sozialgesetzbuch II und im Sozialgesetzbuch XII als auch im Asylbewerberleistungsgesetz angepasst werden.
3137,18_197_2016-10-21,Mit dem Entwurf eines Gesetzes zur Ermittlung der Regelbedarfe und mit dem Entwurf eines Dritten Geset zes zur Änderung des Asylbewerberleistungsgesetzes setzen wir diesen gesetzlichen Auftrag um.
3138,18_197_2016-10-21,"Kolleginnen und Kollegen, im Asylbewerberleistungsgesetz sinken durch die notwendigen Anpassungen aufgrund von Besonderheiten unter dem Strich die in Geld ausbezahlten Leistungssätze."
3139,18_197_2016-10-21,Wir regeln auch die Bedarfsstufen im Asylbewerberleistungsgesetz neu.
3140,18_197_2016-10-21,Zugleich stärken wir mit einem neuen Freibetrag für Einnahmen aus ehrenamtlicher Tätigkeit das Engagement der Flüchtlinge und damit ihre Integration.
3141,18_197_2016-10-21,"Damit die höheren Regelbedarfe im SGB II und im SGB XII sowie die veränderten Bedarfsstufen im Asylbewerberleistungsgesetz zum 1. Januar 2017 in Kraft treten können, hoffen wir auf eine gute und zügige Beratung."
3142,18_197_2016-10-21,"Davon sind nicht nur Langzeiterwerbslose betroffen, sondern eben auch arme Rentner, Alleinerziehende, die aufstocken müssen, oder Asylbewerber."
3143,18_197_2016-10-21,Nun geht es bei diesem Tagesordnungspunkt auch um Änderungen im Asylbewerberleistungsgesetz.
3144,18_197_2016-10-21,Das Prinzip „Hilfe zur Selbsthilfe“ leitet unsere Institutionen bei der sozialen Unterstützung und Integration der Menschen in den Arbeitsmarkt.
3145,18_197_2016-10-21,"Wir diskutieren zudem über Menschen, die durch Leistungen gemäß Asylbewerberleistungsgesetz unterstützt werden."
3146,18_197_2016-10-21,"Meine Damen und Herren, auch die Regelsätze nach dem Asylbewerberleistungsgesetz sind Gegenstand des vorliegenden Gesetzentwurfes."
3147,18_197_2016-10-21,"Man kann sicher sagen, dass wir in diesem und im letzten Jahr eine Vielzahl notwendiger Regelungen im Bereich der Asylpolitik auf den Weg gebracht haben."
3148,18_197_2016-10-21,"Das Ergebnis ist, dass wir heute das schärfste Asylrecht haben, das wir in der Bundesrepublik Deutschland je hatten."
3149,18_197_2016-10-21,Seitdem erhalten Asylbewerber vorrangig Sach- statt Geldleistungen.
3150,18_197_2016-10-21,"Wohlgemerkt ist dies auch ein ganz konkretes Beispiel dafür, wie wir Fehlanreize in der bisherigen Asylpolitik reduzieren und abbauen."
3151,18_197_2016-10-21,Die Kürzung bei den Leistungen für Asylbewerber wurde schon angesprochen.
3152,18_197_2016-10-21,"Das gilt auch für Geflüchtete und Geduldete, die Leistungen nach dem Asylbewerberleistungsgesetz bekommen."
3153,18_197_2016-10-21,Die Berechnung nach dem Asylbewerberleistungsgesetz ist geringfügig anders.
3154,18_197_2016-10-21,Was genau ändern wir jetzt im Asylbewerberleistungsgesetz?
3155,18_197_2016-10-21,"Wir hatten in der Koalition im Rahmen des Integrationsgesetzes vereinbart, den notwendigen Bedarf anders zu regeln und die Bedarfe für Strom und Wohnungsinstandhaltung aus dem Leistungssatz auszugliedern, wie das schon beim Hausrat der Fall ist."
3156,18_197_2016-10-21,"Damit wird die Integrationsleistung, die von ganz vielen, die zu uns gekommen sind, erbracht wird, gewürdigt."
3157,18_197_2016-10-21,"Nachdem sich meine Kollegin Schimke und mein Kollege Zimmer ausführlich mit der Ermittlung der Regelbedarfe nach dem Sozialgesetzbuch II und dem Sozialgesetzbuch XII befasst haben, möchte ich einige Worte zu den geplanten Änderungen des Asylbewerberleistungsgesetzes sagen."
3158,18_197_2016-10-21,Deshalb besteht hier für die Asylbewerber eine abweichende Bedarfslage.
