,Unnamed: 0,Term_NDoc_Date,Sentence,polarity
2610,2610,18_171_2016-05-13,"Angesichts der menschrechtlichen Lage in Algerien, Marokko und Tunesien und unter Berücksichtigung bestehender internationaler Regelungen im Hinblick auf die Gestaltung des Asylverfahrens stimme ich dem oben genannten Gesetzentwurf nicht zu.",0.0
2611,2611,18_171_2016-05-13,"Diese pauschale Vermutung hat zur Folge, dass das Asylverfahren beschleunigt wird und die Rechtsmittelfristen auf eine Woche verkürzt werden.",0.0
2612,2612,18_171_2016-05-13,"Unser Asylrecht beruht auf dem individuellen Grundrecht auf Asyl, das eine Einzelfallprüfung zwingend verlangt.",0.0
2614,2614,18_171_2016-05-13,Mai 201616938  (A) (C)  (B) (D)  Beschleunigung der Asylverfahren beschlossen.,0.0
2615,2615,18_171_2016-05-13,Lange Verfahrenszeiten stellen nicht zuletzt eine psychische Belastung für die Betroffenen dar und erschweren die Integration.,0.0
2617,2617,18_171_2016-05-13,"Zugleich muss allerdings auch erkannt werden, dass trotz dieser Einstufung der Asylschutz in Deutschland im Grundsatz bestehen bleibt, auch wenn sie den Rechtsschutz verengt.",0.0
2618,2618,18_171_2016-05-13,Januar 2016 über das Asylpaket II.,0.0
2619,2619,18_171_2016-05-13,Dafür brauchen wir ein funktionierendes Asylrecht.,0.0
2621,2621,18_171_2016-05-13,"Wenn wir hier am Asylrecht herumschrauben, dann werden Migranten andere Wege suchen und finden.",0.0
2622,2622,18_171_2016-05-13,"Was wir dagegen brauchen, ist ein klares und nachvollziehbares Einwanderungsgesetz.",0.0
2624,2624,18_171_2016-05-13,"Mit einem Einwanderungsgesetz können wir die Probleme lösen, vor denen wir derzeit stehen.",0.0
2625,2625,18_171_2016-05-13,"Im Gegenteil, wir werden mehr illegale Einwanderung mit allen damit zusammenhängenden Problemen bekommen.",0.0
2626,2626,18_172_2016-06-01,Entwurf eines Gesetzes zum besseren Informationsaustausch bei der Bekämpfung des internationalen Terrorismus.,0.0
2628,2628,18_172_2016-06-01,"Bekämpfung des Terrorismus einschließlich Geldwäsche, Bekämpfung der Terrorismusfinanzierung, der Schleuserkriminalität und der organisierten Kriminalität sowie die Luftsicherheit.",0.0
2633,2633,18_172_2016-06-01,"Das Absehen von mündlichen Anhörungen im Asylverfahren setzt rechtlich voraus, dass dem Antrag auf Zuerkennung internationalen Schutzes vollumfänglich stattgegeben wird, das heißt Schutz nach der Genfer Flüchtlingskonvention gewährt wird.",0.0
2636,2636,18_172_2016-06-01,"Günter Krings auf die Frage des Abgeordneten Volker Beck (Köln) (BÜNDNIS 90/ DIE GRÜNEN) (Drucksache 18/8566, Frage 29):  Inwiefern werden nach Kenntnis der Bundesregierung die Zulässigkeitsverfahren zum Asylverfahren in Griechenland derzeit unter Mitwirkung bzw.",0.0
2638,2638,18_172_2016-06-01,"EASO hat dabei grundsätzlich keine Befugnisse, Entscheidungen anstelle der nationalen Asylbehörden über Anträge auf internationalen Schutz zu treffen.",0.0
2605,2605,18_171_2016-05-13,"Die Frage, wie wir die Unterbringung und Integration von Flüchtlingen finanzieren, hat – man kann es kaum glauben – auch etwas mit den Bund-Länder-Finanzbeziehungen zu tun.",0.0
2602,2602,18_171_2016-05-13,"Darin sind solche Sachen enthalten wie die, dass wir für jede Asylbewerberin und jeden Asylbewerber trennscharf 670 Euro pro Kopf und Monat geben.",0.0
2562,2562,18_171_2016-05-13,"Diese brauchen wir auch für die Maghreb-Länder, damit hier der falsche Anreiz wegfällt, aus rein wirtschaftlichen Gründen einen Asylantrag zu stellen.",0.0
2600,2600,18_171_2016-05-13,Studierende mit Migrationshintergrund dem Bericht zufolge überdurchschnittlich oft ein Deutschlandstipendium.,0.0
2563,2563,18_171_2016-05-13,"Wir sehen also, dass die Maßnahmen, die wir in der Asylpolitik ergreifen, in den Herkunftsländern sehr genau beobachtet werden.",0.0
2564,2564,18_171_2016-05-13,"Das Asylrecht ist nicht das richtige Instrument, um diese Probleme anzugehen.",0.0
2565,2565,18_171_2016-05-13,"Und selbst wenn wir wollten, können wir die Probleme in diesen Ländern  doch nicht mit dem deutschen Asylrecht lösen.",0.0
2566,2566,18_171_2016-05-13,Diese Maßnahmen zur Bekämpfung der Fluchtursachen müssen auf europäischer Ebene noch viel stärker gebündelt und intensiviert werden.,0.0
2568,2568,18_171_2016-05-13,"Die Einstufung bedeutet nicht, dass keine Asylanträge aus diesen Ländern gestellt werden können.",0.0
2570,2570,18_171_2016-05-13,Dieser Gesetzentwurf ist eine weitere Verstümmelung des Asylrechts in Deutschland.,0.0
2571,2571,18_171_2016-05-13,"Das Konzept der sicheren Herkunftsstaaten ist Teil dieses schäbigen, so genannten Asylkompromisses von 1993.",0.0
2573,2573,18_171_2016-05-13,Und er wird weiterhin Asyl erhalten.,0.0
2576,2576,18_171_2016-05-13,"Das System der sicheren Herkunftsstaaten ist nicht mehr mit der Rechtslage zu vergleichen, die bestand, bevor wir die Asylverfahren beschleunigt haben.",0.0
2578,2578,18_171_2016-05-13,"Es gab über 500 Fälle, in denen Menschen aus den Maghreb-Staaten gar nicht versucht haben, einen Asylantrag zu stellen, die bei der Überprüfung schon gesagt haben, das sei gar nicht der Punkt, den sie erreichen wollten.",0.0
2579,2579,18_171_2016-05-13,Es geht um eine Beschleunigung der Asylverfahren für diese Gruppe.,0.0
2583,2583,18_171_2016-05-13,Das ist der Unterschied bei dieser Änderung des Asylgesetzes.,0.0
2587,2587,18_171_2016-05-13,"Wir stellen uns ausdrücklich dahinter, weil wir Fluchtursachen vor Ort bekämpfen müssen.",0.0
2592,2592,18_171_2016-05-13,"Ich bin mir nicht ganz sicher, warum Sie aus der Opposition versuchen, die Öffentlichkeit darüber zu täuschen, und behaupten, dass es sich hier um eine Abschaffung des Asylverfahrens im Einzelfall handelt.",0.0
2593,2593,18_171_2016-05-13,"Wir müssen auch einmal sehen, was die Menschen, die aus diesen Ländern kommen, zu ihren Asylverfahren beitragen.",0.0
2594,2594,18_171_2016-05-13,In den seltensten Fällen wird überhaupt ein Verfolgungsgrund nach dem Asylrecht vorgetragen.,0.0
2595,2595,18_171_2016-05-13,"Es ist grundfalsch, zu glauben, es betreffe nur die Innenansicht, wenn sich die Politik mit dem Asylsystem beschäftigt.",0.0
2596,2596,18_171_2016-05-13,"Genau darum geht es: Auch mit Blick auf unser Asylsystem wollen wir darauf hinweisen, dass wir die Entwicklung dieser Länder durchaus betrachten müssen.",0.0
2598,2598,18_171_2016-05-13,"Es geht aber auch darum, durch das Zusammen wirken der Politik aus unserem Land heraus deutlich zu machen, dass wir Fehlanreize und den Migrationsdruck reduzieren.",0.0
2110,2110,18_156_2016-02-19,"Sie haben auch die in Deutschland schon lange lebenden Zuwanderer insgesamt der Gefahr eines Generalverdachts ausgesetzt, was wir jeden Tag auf den Straßen erleben.",0.0
2109,2109,18_156_2016-02-19,"Mit der dritten Botschaft richte ich mich an die Straftäter der Silvesternacht, die Asylbewerber sind.",0.0
2108,2108,18_156_2016-02-19,"Das war ein wesentliches Ergebnis der Gespräche, die der Kollege Maas und ich, um das Asylpaket II insgesamt auf den Weg zu bringen, geführt haben.",0.0
1687,1687,18_148_2016-01-13,Wir wollen die Hürden für die Ausweisung ausländischer Straftäter deutlich absenken.,0.0
1675,1675,18_146_2015-12-17,Dazu müssen wir die Asyl- und Schutzsuchenden wie auch die in Deutschland unerlaubt eingereisten und unerlaubt aufhältigen Personen unverzüglich erfassen.,0.0
1676,1676,18_146_2015-12-17,"Als Staat wollen wir darüber entscheiden, wo die Asylverfahren durchgeführt werden.",0.0
1678,1678,18_146_2015-12-17,Mit dem Gesetzentwurf regeln wir deshalb einen neuen bundeseinheitlichen Ankunftsnachweis für Asylsuchende.,0.0
1679,1679,18_146_2015-12-17,Die Vorlage des Ankunftsnachweises soll die grundsätzliche Voraussetzung für die Gewährung von Leistungen und die Stellung eines Asylantrages sein.,0.0
1680,1680,18_146_2015-12-17,"Der Ankunftsnachweis wird dazu beitragen, den Aufwand für alle beteiligten Behörden und den Asylsuchenden selbst zu verringern.",0.0
1682,1682,18_146_2015-12-17,In der maßgeblichen Entscheidung ging es um das Sorgerecht eines Asylbewerbers aus Ghana für sein Kind.,0.0
1683,1683,18_148_2016-01-13,Extremismus- und Terrorismusabwehrzentrum  Antwort Dr.,0.0
1684,1684,18_148_2016-01-13,"Aufenthaltserlaubnisse zur Beschäftigung für Staatsangehörige der Westbalkanländer  Antwort Michael Roth, Staatsminister AA .",0.0
1685,1685,18_148_2016-01-13,"Der Schmerz, den wir bei jeder terroristischen Attacke aufs Neue empfinden, eint uns – auch über manche Differenzen im Umgang mit großen Herausforderungen hinweg, zu denen der weltweite Terrorismus gehört.",0.0
1689,1689,18_148_2016-01-13,Ein besonders schwerwiegendes Ausweisungsinteresse – das ist die nächsthöhere Stufe – liegt zukünftig bei einer Verurteilung zu einer Freiheitsstrafe von mindestens einem Jahr vor.,0.0
2104,2104,18_156_2016-02-19,"Die vollen Asylbewerberleistungen erhalten Sie künftig nur dann, wenn Sie registriert sind und in der Ihnen zugewiesenen Unterkunft wohnen.",0.0
1690,1690,18_148_2016-01-13,"Die Silvesternacht macht auch deutlich, dass jede Integrationskraft einer Gesellschaft endlich ist.",0.0
1692,1692,18_148_2016-01-13,"Wenn Sie, Herr Schröder, von einer Integrationspflicht reden, so finde ich, dass sie für alle Gewalttäter gelten muss.",0.0
1694,1694,18_148_2016-01-13,"An den Reaktionen auf die Straftaten in Köln wird noch etwas anderes deutlich: ein zunehmend aggressiver, ja pogromartiger Rassismus.",0.0
1698,1698,18_148_2016-01-13,"So trocknet man den Nährboden aus, auf dem Rassismus gedeiht.",0.0
1699,1699,18_148_2016-01-13,Bei kriminellen Ausländern ist auch die Ausweisung eine solche Konsequenz.,0.0
1703,1703,18_148_2016-01-13,"Das wird dazu führen, dass es mehr Ausweisungen gibt.",0.0
1704,1704,18_148_2016-01-13,"Das wird auch dazu führen, dass es in Zukunft mehr Abschiebungen gibt.",0.0
1705,1705,18_148_2016-01-13,"Ja, es stimmt, dass viele Täter in Köln Migranten waren.",0.0
1707,1707,18_148_2016-01-13,Das Entscheidende ist und bleibt die Integration.,0.0
1674,1674,18_146_2015-12-17,Dazu gehört allem  voran die frühzeitige Registrierung der Asylsuchenden und Flüchtlinge.,0.0
1673,1673,18_146_2015-12-17,Nicht immer wird durch ein neues Label auch eine Verbesserung erreicht – hier die Beschleunigung der Asylverfahren.,0.0
1672,1672,18_146_2015-12-17,Mit der letzten Asylrechtsnovelle hatten Sie gerade die Bescheinigung über die Meldung als Asylsuchender (BüMa) eingeführt – nun wird die BüMa durch den sogenannten „Ankunftsnachweis“ ersetzt.,0.0
1667,1667,18_146_2015-12-17,"Außerdem sollten nur solche Behörden Zugriff auf diese Daten erhalten, die am Asylverfahren unmittelbar beteiligt sind.",0.0
1633,1633,18_146_2015-12-17,"In einem Wohngebäude, in dem 70 Asylsuchende Unterkunft gefunden hatten, legten zwei Täter aus der rechten Szene Feuer.",0.0
1635,1635,18_146_2015-12-17,"Ziel von Rassistinnen und Rassisten	 ist	es,	die	Mitte	der	Gesellschaft	zu	 infiltrieren	und	 nach rechts zu rücken.",0.0
1640,1640,18_146_2015-12-17,"Die Daten stehen anschließend allen Behörden, die am Asylverfahren mitwirken, in einem gemeinsamen System zur Verfügung und können von ihnen auch aktualisiert werden.",0.0
1642,1642,18_146_2015-12-17,"Auf der anderen Seite sehen die Ausländerbehörden bei abgelehnten Asylbewerbern sofort, wer ausreise pflichtig	ist,	wem	dadurch	nur	noch	eingeschränkte	Leistungen zustehen, und kann zügig die Rückführung einleiten.",0.0
1643,1643,18_146_2015-12-17,Das Datenaustauschverbesserungsgesetz trägt somit zu einer besseren Steuerung und zur Beschleunigung der Asylverfahren bei.,0.0
1646,1646,18_146_2015-12-17,"Ebenso kann so sehr leicht festgestellt werden, ob gegen die Person ein Wiedereinreiseverbot verhängt wurde und die Abschiebung erfolgen muss.",0.0
1647,1647,18_146_2015-12-17,Dem Asylmissbrauch wirken wir so entschieden entgegen.,0.0
1648,1648,18_146_2015-12-17,"Auch das wird, neben zügigeren Abschiebungen, dazu beitragen, dass die Asylbewerberzahlen in Deutschland zurückgehen werden.",0.0
1649,1649,18_146_2015-12-17,Als Koalition konnten wir mit den Gesetzen zur Terrorismusbekämpfung und mit den Reformen im Asylbereich bereits einige entscheidende Weichen für die Sicherheit in Deutschland und zur Bewältigung der Flüchtlingskrise stellen.,0.0
1651,1651,18_146_2015-12-17,Engpässe haben den Berg der Asylanträge immer weiter anschwellen lassen.,0.0
1652,1652,18_146_2015-12-17,"Zudem	werden	 die	Qualifikationen	 erfasst,	 die die Asylsuchenden mitbringen.",0.0
1654,1654,18_146_2015-12-17,"Mit dem vorliegenden Gesetz werden wir die Zusammenarbeit und den Datenaustausch zwischen den Sicherheitsbehörden, dem Bundesamt für Migration und Flüchtlinge, den Aufnahmeeinrichtungen, den Ausländerbehörden, den Asylbewerberleistungsbehörden, der Bundesagentur für Arbeit, den für die Durchführung der Grundsicherung für Arbeitsuchende zuständigen Stellen sowie den Meldebehörden ermöglichen und stärken.",0.0
1656,1656,18_146_2015-12-17,"Der wichtigste Bestandteil dieses Vorhabens besteht darin, allen am Asylverfahren beteiligten Behörden den raschen Zugriff auf einen zentralisierten Datenbestand zu ermöglichen.",0.0
1657,1657,18_146_2015-12-17,"Die Linke ist sehr dafür, das Asylverfahren für alle Beteiligten, also Antragsteller wie Behörden, zu vereinfachen.",0.0
1658,1658,18_146_2015-12-17,"Dort werden zum einen sämtliche Angaben gespeichert, die zur Abwicklung des Asylverfahrens dienen, also etwa die Personalien und das Herkunftsland des Antragstellers.",0.0
1659,1659,18_146_2015-12-17,"Es liegt auf der Hand, dass die letztgenannten Daten mit dem eigentlichen Asylverfahren überhaupt nichts zu tun haben.",0.0
1660,1660,18_146_2015-12-17,"Dass Angaben zum Bildungsstand der Flüchtlinge gespeichert werden, begründet die Bundesregierung damit, es sei für deren möglichst rasche Integration  Deutscher Bundestag – 18.",0.0
1663,1663,18_146_2015-12-17,"Die Linke fordert hingegen, allen Flüchtlingen von Anfang an den Zugang zu Arbeit und Integrationsmaßnahmen zu ermöglichen.",0.0
1665,1665,18_146_2015-12-17,"Stattdessen muss es wieder klargestellt werden, dass Polizei und Geheimdienste mindestens einen begründeten Anfangsverdacht haben müssen, bevor sie einen Menschen durchleuchten, egal ob es ein Einheimischer, ein Asylsuchender oder ein Tourist ist.",0.0
1708,1708,18_148_2016-01-13,Der Schlüssel ist Integration.,0.0
1709,1709,18_148_2016-01-13,Absolvieren sie einen Integrationskurs und lernen Deutsch?,0.0
1710,1710,18_148_2016-01-13,"Nein, denn einen Integrationskurs bekommen sie nicht genehmigt, weil ihre Anerkennungsquote nur bei 2 Prozent liegt.",0.0
1744,1744,18_148_2016-01-13,"Demzufolge liegt es in der Entscheidung des Landes Hessen, ob und wie dieser Vorgang im Gemeinsamen Extremismus- und Terrorismusabwehrzentrum behandelt wird und wie diese Informationen weitergegeben werden dürfen.",0.0
1746,1746,18_148_2016-01-13,Beim Gemeinsamen Extremismus- und Terrorismusabwehrzentrum handelt es sich um eine Kooperationsplattform und keine eigene Behörde.,0.0
1747,1747,18_148_2016-01-13,Zudem werden durch das Gemeinsame Extremismus- und Terrorismusabwehrzentrum keine operativen Maßnahmen beschlossen.,0.0
1748,1748,18_148_2016-01-13,In dem Gemeinsamen Extremismus- und Terrorismusabwehrzentrum sind Informationen ausgetauscht worden.,0.0
1750,1750,18_148_2016-01-13,Das gilt in Bezug auf die Todesstrafe für politische Gegner unter dem Vorwand der Terrorismusbekämpfung.,0.0
1751,1751,18_148_2016-01-13,September 2015 zur weiteren Digitalisierung des Asylverfahrens in einem ersten Schritt umgesetzt werden.,0.0
1752,1752,18_148_2016-01-13,"Angesichts des hohen Aufkommens an Asylsuchenden sollen zunächst wesentlich früher als bisher und zur Vermeidung von Doppelerfassungen die Grundpersonalien, die im Rahmen der erkennungsdienstlichen Behandlung erhobenen Fingerabdrücke und Angaben zum Herkunftsland in einem allen beteiligten Behörden zugänglichen Kerndatensystem erfasst werden.",0.0
1753,1753,18_149_2016-01-14,"Wenn es um Integration geht, werden wir vor allen Dingen im Bereich der beruflichen Ausbildung eine ganze Menge Anstrengungen unternehmen müssen, damit nicht nur die Menschen, die schon bei uns leben, sondern auch diejenigen, die jetzt zu uns kommen und eine Chance verdienen, über berufliche Ausbildung eine Chance auf gemeinschaftliches Leben und auf Selbstbestimmung haben.",0.0
1756,1756,18_149_2016-01-14,"In einer speziellen Situation geht es um Integration durch Qualifikation, und wir denken da auch noch weiter.",0.0
1757,1757,18_149_2016-01-14,Es sind insbesondere Frauen und Menschen mit Migrationshintergrund.,0.0
1758,1758,18_149_2016-01-14,"Wir werden uns noch genauer anschauen, wie es mit der Förderung von Migrantinnen und Migranten weitergeht.",0.0
1759,1759,18_149_2016-01-14,"Man muss darüber reden, was Fluchtursachen sind, und das will die Linke.",0.0
1760,1760,18_149_2016-01-14,Das ist ein Beitrag zur Fluchtursachenbekämpfung.,0.0
1761,1761,18_149_2016-01-14,Das geht vom Syrien-Konflikt selbst über die Sicherung der Außengrenzen der Europäischen Union bis hin zur Aufrechterhaltung des Küstenschutzes gegenüber Schleppern und Menschenhändlern.,0.0
1762,1762,18_149_2016-01-14,Die Türkei hat sich als Transitland und in der Vergangenheit leider auch als Rückzugsgebiet für Dschihadisten zur Verfügung gestellt.,0.0
1764,1764,18_149_2016-01-14,"So behaupten Sie, dieser Bundeswehreinsatz diene vor allem der strukturellen Bekämpfung von Fluchtursachen.",0.0
1765,1765,18_149_2016-01-14,"Seit wann dienen Militäreinsätze dazu, Fluchtursachen zu bekämpfen?",0.0
1766,1766,18_149_2016-01-14,Kriege beenden eben keine Fluchtursachen.,0.0
1767,1767,18_149_2016-01-14,"Kolleginnen und Kollegen, auch das steht völlig außer Frage: Terrorismus lässt sich nicht alleine und in erster Linie mit militärischen Mitteln besiegen.",0.0
1770,1770,18_149_2016-01-14,In nur 5 Prozent der Fälle erfolgte tatsächlich ein Widerruf der Asylberechtigung durch das BAMF.,0.0
1745,1745,18_148_2016-01-13,"Die Bundesregierung hat uns nämlich in der Beantwortung der Kleinen Anfrage zum Vereinsverbot dieser militanten, hochgefährlichen Neonaziorganisation mitgeteilt, dass ihr keine eigenen Erkenntnisse vorliegen, obwohl, wie Sie sich in dieser Antwort ausdrücken, mehrfach ebendiese Gruppierung und die Vorgänge, die zum Vereinsverbot im Bundesland Hessen geführt haben, Gegenstand der Beratungen im eigens nach dem Auffliegen des NSU gegründeten Gemeinsamen Extremismus- und Terrorismusabwehrzentrum waren.",0.0
1742,1742,18_148_2016-01-13,Zwar sprach sich der UNHCR in seinem Bericht „Bulgaria as a Country of Asylum“ vom 2.,0.0
1711,1711,18_148_2016-01-13,"In Helsinki haben Integrationsbehörden sehr  frühzeitig darauf hingewiesen, dass es zu solchen Taten kommen kann.",0.0
1741,1741,18_148_2016-01-13,Auch beim bulgarischen Asylsystem liegen keine Gründe zur Annahme von systemischen Mängeln vor.,0.0
1712,1712,18_148_2016-01-13,Es mangelt an Integrationszentren.,0.0
1713,1713,18_148_2016-01-13,Die Integration wird der Schlüssel sein.,0.0
1715,1715,18_148_2016-01-13,"Wir haben eine wehrhafte Demokratie, und die Anschläge auf Asylbewerberheime reißen nicht ab.",0.0
1716,1716,18_148_2016-01-13,Das gilt für das Thema Ausweisung von straffälligen Ausländern und von Asylbewerbern.,0.0
1719,1719,18_148_2016-01-13,Unser Asylrecht kennt keine Quoten und kennt keine  Höchstgrenzen.,0.0
1720,1720,18_148_2016-01-13,"Aber das bedeutet im Umkehrschluss nicht, dass wir eine völlig unbegrenzte Aufnahmefähigkeit haben, eine völlig unbegrenzte Integrationskraft.",0.0
1721,1721,18_148_2016-01-13,"Für sexistische Gewalttäter ist in diesem Land genauso wenig Platz wie für Rassisten, egal ob sie Deutsche sind oder Ausländer.",0.0
1722,1722,18_148_2016-01-13,Die Bürger können zwischen gesetzestreuen Migranten und Kriminellen unterscheiden.,0.0
1724,1724,18_148_2016-01-13,"Wer als Asylbewerber hier unsere Gastfreundschaft missachtet, muss sofort abgeschoben werden.",0.0
1726,1726,18_148_2016-01-13,"Ich weiß, dass die überwiegende Mehrzahl der Migranten und Flüchtlinge diese Vorstellung teilt.",0.0
1728,1728,18_148_2016-01-13,"Der Kriminologe Christian Pfeiffer hat in seinen Forschungen an jungen Migranten festgestellt, dass und wie sich eine Macho-Orientierung abschwächt und sich die Geschlechterrollen in den Familien verändern, wenn die Menschen hier sind.",0.0
1730,1730,18_148_2016-01-13,"Wie wird sich die Beendigung der Praxis, Asylanträge von Flüchtlingen aus Syrien, dem Irak und Eritrea im schriftlichen Verfahren zu bearbeiten, und die damit einhergehende Rückkehr zur persönlichen Anhörung jedes Asylbewerbers aus diesen Staaten auf die durchschnittliche Dauer der Asylverfahren insgesamt bzw.",0.0
1731,1731,18_148_2016-01-13,Nach derzeitiger Einschätzung des Bundesamtes für Migration und Flüchtlinge werden sich die jeweiligen Asylverfahren um die Dauer der Organisation und Durchführung der Anhörung verlängern.,0.0
1733,1733,18_148_2016-01-13,"Die Bundesregierung hat jedenfalls eine Reihe von Maßnahmen ergriffen, um die Asylverfahren insgesamt zu beschleunigen und die bereits anhängigen Verfahren abzubauen.",0.0
1734,1734,18_148_2016-01-13,Im Bereich der Gesetzgebung ist das Asylpaket I zur Beschleunigung der Asylverfahren bereits Ende Oktober 2015 in Kraft getreten.,0.0
1735,1735,18_148_2016-01-13,"Das Datenaustauschverbesserungsgesetz, bei dem die schnelle Registrierung der Asylsuchenden im Vordergrund steht, wird voraussichtlich im Februar 2016 in Kraft treten.",0.0
1738,1738,18_148_2016-01-13,"Wir setzen das um, um auch genau entscheiden zu können, ob die Asylbewerber lediglich subsidiären Schutz erhalten oder den Status nach der Genfer Flüchtlingskonvention.",0.0
1739,1739,18_148_2016-01-13,"Nach den vorliegenden Angaben des Flüchtlingshilfswerks der Vereinten Nationen, der Auslandsvertretungen und der Mitgliedstaaten kann nicht davon ausgegangen werden, dass in Ungarn systemische Mängel des Asylverfahrens und der Aufnahmebedingungen im Sinne der Rechtsprechung des Europäischen Gerichtshofs vorliegen.",0.0
1740,1740,18_148_2016-01-13,"Die Gerichte haben festgestellt, dass das ungarische Asylsystem im Einklang mit den internationalen und europäischen Standards stehe und die wichtigsten Garantien enthalte.",0.0
1632,1632,18_146_2015-12-17,Aus dem Jahr 2012 lagen deutschlandweit zwölf rechtsorientierte Straftaten im Zusammenhang mit der Unterbringung von Asylsuchenden vor.,0.0
1631,1631,18_146_2015-12-17,Auch hier wird wieder eine Regelung für die separate Ausweisung des Sponsorings in den Rechenschaftsberichten gefordert.,0.0
1630,1630,18_146_2015-12-17,"Dazu gehören Integrationsquoten, Abbruchquoten, Bildungsabschlüsse und die Zufriedenheit des Auftraggebers.",0.0
1480,1480,18_144_2015-12-04,"Auch wenn solche Ziele und die mit ihnen zu bekämpfenden Verelendungsursachen nur langfristig erreichbar sind, sind sie nicht minder wirksam, Terrorismus vorzubeugen und dessen weitere Ausbreitung zu bekämpfen – in Solidarität mit unseren Mitmenschen.",0.0
1502,1502,18_144_2015-12-04,Dazu gehört aber auch ein umfassendes Konzept zur Bekämpfung von Fluchtursachen.,0.0
1503,1503,18_144_2015-12-04,Bereits seit längerem unterstütze ich die Bekämpfung von Fluchtursachen durch die Stärkung wirtschaftlicher und entwicklungspolitischer Beziehungen.,0.0
1504,1504,18_144_2015-12-04,Ohne nationale Versöhnung und Integration zwischen Minderheit (Sunniten) und Mehrheit (Schiiten) im Irak wird ISIS von den sunnitischen Stämmen weiterhin Unterstützung erfahren und Rückzugsorte finden.,0.0
1518,1518,18_144_2015-12-04,Dazu gehört aber auch ein umfassendes Konzept zur Bekämpfung von Fluchtursachen.,0.0
1521,1521,18_145_2015-12-16,"Ich erinnere an die Situation in der Ukraine, an Griechenland, an die Euro-Zone, an den Klimaschutz, an den Kampf gegen den internationalen Terrorismus und an die vielen Menschen, die bei uns Zuflucht vor Krieg und Verfolgung suchen.",0.0
1524,1524,18_145_2015-12-16,"Meine Damen und Herren, auch Deutschland steht im Fadenkreuz des internationalen Terrorismus, und zwar nicht erst seit den Anschlägen in Paris.",0.0
1525,1525,18_145_2015-12-16,"Beim morgen beginnenden Europäischen Rat werden wir besprechen, was wir auf europäischer Ebene tun können, um den internationalen Terrorismus gemeinsam zu bekämpfen.",0.0
1526,1526,18_145_2015-12-16,Andererseits wollen und werden wir die grundlegenden Errungenschaften der europäischen Integration dabei nicht infrage stellen.,0.0
1529,1529,18_145_2015-12-16,"Um das zu schaffen, ist es von zentraler Bedeutung, die Fluchtursachen zu bekämpfen.",0.0
1530,1530,18_145_2015-12-16,"Durch die Zusammenarbeit mit der Türkei wird es möglich sein, legale Zuwanderungsmöglichkeiten zu schaffen, beispielsweise durch legale Kontingente, mit denen wir der illegalen Migration entgegentreten.",0.0
1532,1532,18_145_2015-12-16,"Wie geht denn die Bekämpfung der Fluchtursachen zusammen mit der Tatsache, dass wir weiterhin Waffen nach Saudi-Arabien und nach Katar exportieren?",0.0
1533,1533,18_145_2015-12-16,"Es kann nicht sein, dass die Beitrittsverhandlungen fortgeführt werden, solange die Türkei ein Transitland des Terrors ist, solange die Türkei Krieg gegen Kurdinnen und Kurden führt, solange die Türkei grundlegende Menschenrechte missachtet.",0.0
1534,1534,18_145_2015-12-16,"In den vergangenen 70 Jahren war es gerade die Überwindung von Nationalismus, die Europa Frieden und Wohlstand gebracht hat.",0.0
1536,1536,18_145_2015-12-16,"Zu einer solidarischen Antwort in der Flüchtlingskrise gehört für mich allerdings auch, dass die EU im Haus halt andere Prioritäten setzt, um die Fluchtursachen zu bekämpfen.",0.0
1537,1537,18_145_2015-12-16,Man muss die Fluchtursachen bekämpfen.,0.0
1538,1538,18_145_2015-12-16,"Es ist dringend notwendig, die Fluchtursachen zu bekämpfen.",0.0
1544,1544,18_145_2015-12-16,"Das ist keine Fluchtursachenbekämpfung, sondern Flüchtlingsbekämpfung.",0.0
1547,1547,18_145_2015-12-16,"Jetzt haben wir aber eine noch viel größere Verantwortung durch die Aufgabe der Integration derjenigen, die aus anderen Kulturkreisen kommen, die mit anderen Werten aufgewachsen sind.",0.0
1550,1550,18_145_2015-12-16,"Sehen Sie nicht die Gefahr, dass dies weniger eine Allianz gegen den Terrorismus, sondern eher eine Allianz gegen die Schiiten ist und damit zu einer Gefahr für die Stabilität in der Region werden könnte, statt zur Stabilität beizutragen?",0.0
1485,1485,18_144_2015-12-04,Dazu gehört aber auch ein umfassendes Konzept zur Bekämpfung von Fluchtursachen.,0.0
1478,1478,18_144_2015-12-04,"Dies setzt voraus, dass die Bekämpfung des für die Anschläge von Paris maßgeblichen Terrorismus mit Militäreinsätzen in Syrien erreicht werden kann.",0.0
1552,1552,18_145_2015-12-16,Die Kommission stellte Überlegungen zu weiteren Maßnahmen im Bereich der Bekämpfung der Terrorismusfinanzierung vor.,0.0
1477,1477,18_144_2015-12-04,"Wir wissen, dass der Nährboden von Terrorismus in Armut, Verelendung, Zerstörung und Perspektivlosigkeit, auch infolge von Kriegen liegt.",0.0
1378,1378,18_143_2015-12-03,"Auch das, was wir als Parlament und als Bundesregierung in solchen Fällen tun und tun können, um Fluchtursachen zu bekämpfen, ob sie uns betreffen oder nicht, noch bevor es zu Chaos und Vertreibung kommt, steht nicht immer im Mittelpunkt.",0.0
1379,1379,18_143_2015-12-03,Es gibt derzeit 850 Integrationsfirmen.,0.0
1381,1381,18_143_2015-12-03,"Wir spielen nicht Werkstätten gegen Integrationsfirmen, „Budget für Arbeit“ oder „ausgelagerte Arbeitsplätze“ aus.",0.0
